,Date_Time,Global_radiation_horizontal,Diffuse_radiation_horizontal,Global_radiation_tilted_plane,Diffuse_radiation_tilted_plane,Solar_azimuth,Height_of_sun
6873,10/14/2016 10:00,848,91,635,94,120.1,52.2
6874,10/14/2016 11:00,1002,94,736,95,140.6,62.1
6875,10/14/2016 12:00,1088,94,792,95,174.1,67.2
6876,10/14/2016 13:00,1100,94,803,96,149.5,64.4
6877,10/14/2016 14:00,1038,94,769,98,125.3,55.6
6878,10/14/2016 15:00,905,92,689,98,110.4,44.1
6879,10/14/2016 16:00,710,86,568,94,100.1,31.7
6880,10/14/2016 17:00,468,72,415,80,91.6,18.9
6881,10/14/2016 18:00,208,47,232,55,84.2,6
6882,10/14/2016 19:00,21,9,9,9,76.4,0
6883,10/14/2016 20:00,0,0,0,0,68.1,0
6884,10/14/2016 21:00,0,0,0,0,57.4,0
6885,10/14/2016 22:00,0,0,0,0,44.1,0
6886,10/14/2016 23:00,0,0,0,0,26.1,0
6887,10/14/2016 0:00,0,0,0,0,3.4,0
6888,10/15/2016 1:00,0,0,0,0,19.3,0
6889,10/15/2016 2:00,0,0,0,0,38.6,0
6890,10/15/2016 3:00,0,0,0,0,53.4,0
6891,10/15/2016 4:00,0,0,0,0,64.5,0
6892,10/15/2016 5:00,0,0,0,0,73.5,0
6893,10/15/2016 6:00,3,2,4,2,81.5,2.3
6894,10/15/2016 7:00,135,36,130,40,89.2,15.1
6895,10/15/2016 8:00,389,65,323,69,97.1,28
6896,10/15/2016 9:00,641,82,500,87,106.4,40.6
6897,10/15/2016 10:00,853,91,642,94,119.5,52.5
6898,10/15/2016 11:00,1007,93,742,95,140.4,62.5
6899,10/15/2016 12:00,1093,93,799,95,174.1,67.6
6900,10/15/2016 13:00,1105,93,810,95,149.2,64.7
6901,10/15/2016 14:00,1042,93,775,97,124.6,55.8
6902,10/15/2016 15:00,909,92,695,98,110.1,44.3
6903,10/15/2016 16:00,714,86,574,93,99.5,31.8
6904,10/15/2016 17:00,471,71,422,80,91.3,19
6905,10/15/2016 18:00,211,47,238,55,83.6,6.1
6906,10/15/2016 19:00,21,10,9,9,76.2,0
6907,10/15/2016 20:00,0,0,0,0,67.5,0
6908,10/15/2016 21:00,0,0,0,0,57.2,0
6909,10/15/2016 22:00,0,0,0,0,43.5,0
6910,10/15/2016 23:00,0,0,0,0,25.5,0
6911,10/15/2016 0:00,0,0,0,0,3.3,0
6912,10/16/2016 1:00,0,0,0,0,19.3,0
6913,10/16/2016 2:00,0,0,0,0,38.5,0
6914,10/16/2016 3:00,0,0,0,0,53.3,0
6915,10/16/2016 4:00,0,0,0,0,64.4,0
6916,10/16/2016 5:00,0,0,0,0,73.4,0
6917,10/16/2016 6:00,4,3,4,3,81.3,2.5
6918,10/16/2016 7:00,134,42,131,46,88.6,15.4
6919,10/16/2016 8:00,384,76,323,80,96.5,28.3
6920,10/16/2016 9:00,634,96,498,98,106.2,40.9
6921,10/16/2016 10:00,844,107,641,108,119.2,52.8
6922,10/16/2016 11:00,997,110,741,109,140.2,62.8
6923,10/16/2016 12:00,1082,110,797,109,174.1,67.9
6924,10/16/2016 13:00,1093,110,808,110,148.5,65
6925,10/16/2016 14:00,1031,110,773,112,124.2,56
6926,10/16/2016 15:00,898,108,694,113,109.4,44.5
6927,10/16/2016 16:00,704,100,573,107,99.3,32
6928,10/16/2016 17:00,464,83,419,91,91.1,19.1
6929,10/16/2016 18:00,207,54,234,63,83.4,6.3
6930,10/16/2016 19:00,22,11,10,10,75.6,0
6931,10/16/2016 20:00,0,0,0,0,67.2,0
6932,10/16/2016 21:00,0,0,0,0,56.6,0
6933,10/16/2016 22:00,0,0,0,0,43.3,0
6934,10/16/2016 23:00,0,0,0,0,25.4,0
6935,10/16/2016 0:00,0,0,0,0,3.3,0
6936,10/17/2016 1:00,0,0,0,0,19.2,0
6937,10/17/2016 2:00,0,0,0,0,38.3,0
6938,10/17/2016 3:00,0,0,0,0,53.1,0
6939,10/17/2016 4:00,0,0,0,0,64.2,0
6940,10/17/2016 5:00,0,0,0,0,73.2,0
6941,10/17/2016 6:00,4,3,5,3,81.1,2.7
6942,10/17/2016 7:00,141,40,138,44,88.4,15.6
6943,10/17/2016 8:00,395,70,333,74,96.3,28.5
6944,10/17/2016 9:00,646,88,510,93,105.6,41.1
6945,10/17/2016 10:00,857,97,652,100,118.6,53.1
6946,10/17/2016 11:00,1010,100,752,101,139.5,63.1
6947,10/17/2016 12:00,1095,100,808,100,174.2,68.3
6948,10/17/2016 13:00,1106,100,819,101,148.2,65.3
6949,10/17/2016 14:00,1043,100,785,104,123.5,56.2
6950,10/17/2016 15:00,910,98,705,104,109.1,44.7
6951,10/17/2016 16:00,715,92,584,99,99,32.1
6952,10/17/2016 17:00,473,76,431,85,90.5,19.3
6953,10/17/2016 18:00,214,50,282,58,83.2,6.4
6954,10/17/2016 19:00,23,11,6623,13,75.4,0
6955,10/17/2016 20:00,0,0,0,0,67,0
6956,10/17/2016 21:00,0,0,0,0,56.4,0
6957,10/17/2016 22:00,0,0,0,0,43.1,0
6958,10/17/2016 23:00,0,0,0,0,25.2,0
6959,10/17/2016 0:00,0,0,0,0,3.2,0
6960,10/18/2016 1:00,0,0,0,0,19.2,0
6961,10/18/2016 2:00,0,0,0,0,38.2,0
6962,10/18/2016 3:00,0,0,0,0,52.5,0
6963,10/18/2016 4:00,0,0,0,0,64,0
6964,10/18/2016 5:00,0,0,0,0,73,0
6965,10/18/2016 6:00,5,3,6,3,80.5,3
6966,10/18/2016 7:00,144,42,142,46,88.2,15.8
6967,10/18/2016 8:00,396,74,337,78,96.1,28.7
6968,10/18/2016 9:00,646,93,514,98,105.4,41.4
6969,10/18/2016 10:00,857,103,655,105,118.3,53.4
6970,10/18/2016 11:00,1009,105,755,106,139.3,63.5
6971,10/18/2016 12:00,1093,106,811,105,174.2,68.7
6972,10/18/2016 13:00,1104,106,822,107,147.5,65.6
6973,10/18/2016 14:00,1042,106,788,109,123.2,56.4
6974,10/18/2016 15:00,908,104,708,109,108.4,44.8
6975,10/18/2016 16:00,714,97,587,104,98.4,32.3
6976,10/18/2016 17:00,473,81,434,89,90.3,19.4
6977,10/18/2016 18:00,214,53,283,61,82.6,6.5
6978,10/18/2016 19:00,24,12,530,14,75.2,0
6979,10/18/2016 20:00,0,0,0,0,66.4,0
6980,10/18/2016 21:00,0,0,0,0,56.2,0
6981,10/18/2016 22:00,0,0,0,0,42.5,0
6982,10/18/2016 23:00,0,0,0,0,25,0
6983,10/18/2016 0:00,0,0,0,0,3.1,0
6984,10/19/2016 1:00,0,0,0,0,19.1,0
6985,10/19/2016 2:00,0,0,0,0,38.1,0
6986,10/19/2016 3:00,0,0,0,0,52.4,0
6987,10/19/2016 4:00,0,0,0,0,63.5,0
6988,10/19/2016 5:00,0,0,0,0,72.5,0
6989,10/19/2016 6:00,6,4,7,4,80.3,3.2
6990,10/19/2016 7:00,151,40,149,44,88,16
6991,10/19/2016 8:00,406,68,346,73,95.5,28.9
6992,10/19/2016 9:00,658,86,524,91,105.1,41.6
6993,10/19/2016 10:00,869,94,666,98,118.1,53.6
6994,10/19/2016 11:00,1021,96,766,98,139.1,63.8
6995,10/19/2016 12:00,1106,96,822,98,174.2,69
6996,10/19/2016 13:00,1116,96,833,99,147.1,65.9
6997,10/19/2016 14:00,1053,96,799,101,122.5,56.7
6998,10/19/2016 15:00,919,95,719,102,108.2,45
6999,10/19/2016 16:00,724,89,598,97,98.1,32.4
7000,10/19/2016 17:00,482,75,446,84,90.1,19.6
7001,10/19/2016 18:00,221,49,297,58,82.4,6.7
7002,10/19/2016 19:00,26,11,333,14,74.6,0
7003,10/19/2016 20:00,0,0,0,0,66.2,0
7004,10/19/2016 21:00,0,0,0,0,55.6,0
7005,10/19/2016 22:00,0,0,0,0,42.3,0
7006,10/19/2016 23:00,0,0,0,0,24.5,0
7007,10/19/2016 0:00,0,0,0,0,3.1,0
7008,10/20/2016 1:00,0,0,0,0,19.1,0
7009,10/20/2016 2:00,0,0,0,0,37.5,0
7010,10/20/2016 3:00,0,0,0,0,52.2,0
7011,10/20/2016 4:00,0,0,0,0,63.3,0
7012,10/20/2016 5:00,0,0,0,0,72.3,0
7013,10/20/2016 6:00,6,4,7,4,80.2,3.4
7014,10/20/2016 7:00,149,46,149,51,87.4,16.2
7015,10/20/2016 8:00,401,79,346,84,95.3,29.1
7016,10/20/2016 9:00,650,100,521,103,104.5,41.8
7017,10/20/2016 10:00,859,110,664,112,117.4,53.9
7018,10/20/2016 11:00,1011,113,764,113,138.4,64.1
7019,10/20/2016 12:00,1094,113,820,112,174.2,69.4
7020,10/20/2016 13:00,1105,113,831,113,146.4,66.2
7021,10/20/2016 14:00,1042,113,796,116,122.2,56.9
7022,10/20/2016 15:00,909,111,717,117,107.5,45.2
7023,10/20/2016 16:00,714,104,596,111,97.5,32.6
7024,10/20/2016 17:00,474,86,443,95,89.4,19.7
7025,10/20/2016 18:00,217,57,290,65,82.2,6.8
7026,10/20/2016 19:00,26,13,217,15,74.4,0
7027,10/20/2016 20:00,0,0,0,0,66,0
7028,10/20/2016 21:00,0,0,0,0,55.4,0
7029,10/20/2016 22:00,0,0,0,0,42.1,0
7030,10/20/2016 23:00,0,0,0,0,24.3,0
7031,10/20/2016 0:00,0,0,0,0,3,0
7032,10/21/2016 1:00,0,0,0,0,19,0
7033,10/21/2016 2:00,0,0,0,0,37.4,0
7034,10/21/2016 3:00,0,0,0,0,52.1,0
7035,10/21/2016 4:00,0,0,0,0,63.1,0
7036,10/21/2016 5:00,0,0,0,0,72.1,0
7037,10/21/2016 6:00,7,4,8,5,79.6,3.6
7038,10/21/2016 7:00,156,43,157,49,87.2,16.5
7039,10/21/2016 8:00,411,74,355,79,95.1,29.4
7040,10/21/2016 9:00,661,93,533,98,104.3,42.1
7041,10/21/2016 10:00,871,101,674,105,117.2,54.1
7042,10/21/2016 11:00,1022,104,774,105,138.2,64.4
7043,10/21/2016 12:00,1106,104,830,105,174.2,69.8
7044,10/21/2016 13:00,1116,104,841,106,146.1,66.5
7045,10/21/2016 14:00,1053,104,807,108,121.4,57.1
7046,10/21/2016 15:00,919,103,727,109,107.2,45.3
7047,10/21/2016 16:00,724,96,607,104,97.3,32.7
7048,10/21/2016 17:00,483,80,454,89,89.2,19.8
7049,10/21/2016 18:00,224,53,303,63,81.6,7
7050,10/21/2016 19:00,28,13,197,16,74.2,0
7051,10/21/2016 20:00,0,0,0,0,65.4,0
7052,10/21/2016 21:00,0,0,0,0,55.2,0
7053,10/21/2016 22:00,0,0,0,0,41.5,0
7054,10/21/2016 23:00,0,0,0,0,24.2,0
7055,10/21/2016 0:00,0,0,0,0,2.6,0
7056,10/22/2016 1:00,0,0,0,0,18.5,0
7057,10/22/2016 2:00,0,0,0,0,37.3,0
7058,10/22/2016 3:00,0,0,0,0,51.5,0
7059,10/22/2016 4:00,0,0,0,0,62.6,0
7060,10/22/2016 5:00,0,0,0,0,71.5,0
7061,10/22/2016 6:00,8,5,10,6,79.4,3.8
7062,10/22/2016 7:00,161,43,162,48,87.1,16.7
7063,10/22/2016 8:00,417,72,362,78,94.5,29.6
7064,10/22/2016 9:00,668,90,540,95,104,42.3
7065,10/22/2016 10:00,878,98,682,102,116.5,54.4
7066,10/22/2016 11:00,1029,101,782,102,137.5,64.7
7067,10/22/2016 12:00,1113,101,838,102,174.2,70.1
7068,10/22/2016 13:00,1123,100,849,103,145.4,66.8
7069,10/22/2016 14:00,1059,101,815,105,121.1,57.3
7070,10/22/2016 15:00,926,99,735,106,106.5,45.5
7071,10/22/2016 16:00,730,93,615,102,97,32.9
7072,10/22/2016 17:00,489,78,462,88,89,20
7073,10/22/2016 18:00,228,52,312,62,81.4,7.1
7074,10/22/2016 19:00,29,13,179,16,73.6,0
7075,10/22/2016 20:00,0,0,0,0,65.2,0
7076,10/22/2016 21:00,0,0,0,0,54.6,0
7077,10/22/2016 22:00,0,0,0,0,41.3,0
7078,10/22/2016 23:00,0,0,0,0,24.1,0
7079,10/22/2016 0:00,0,0,0,0,2.5,0
7080,10/23/2016 1:00,0,0,0,0,18.5,0
7081,10/23/2016 2:00,0,0,0,0,37.2,0
7082,10/23/2016 3:00,0,0,0,0,51.4,0
7083,10/23/2016 4:00,0,0,0,0,62.4,0
7084,10/23/2016 5:00,0,0,0,0,71.4,0
7085,10/23/2016 6:00,9,5,11,6,79.2,4
7086,10/23/2016 7:00,163,45,166,51,86.5,16.9
7087,10/23/2016 8:00,419,75,366,81,94.3,29.8
7088,10/23/2016 9:00,669,94,544,99,103.4,42.5
7089,10/23/2016 10:00,878,102,686,106,116.2,54.6
7090,10/23/2016 11:00,1029,105,786,106,137.3,65
7091,10/23/2016 12:00,1112,105,842,105,174.2,70.5
7092,10/23/2016 13:00,1122,105,853,106,145.1,67.1
7093,10/23/2016 14:00,1059,105,818,109,120.4,57.5
7094,10/23/2016 15:00,925,103,739,110,106.3,45.7
7095,10/23/2016 16:00,730,97,619,105,96.4,33
7096,10/23/2016 17:00,489,81,466,91,88.4,20.1
7097,10/23/2016 18:00,229,54,315,64,81.2,7.3
7098,10/23/2016 19:00,30,14,160,17,73.4,0
7099,10/23/2016 20:00,0,0,0,0,65.1,0
7100,10/23/2016 21:00,0,0,0,0,54.4,0
7101,10/23/2016 22:00,0,0,0,0,41.2,0
7102,10/23/2016 23:00,0,0,0,0,23.5,0
7103,10/23/2016 0:00,0,0,0,0,2.5,0
7104,10/24/2016 1:00,0,0,0,0,18.4,0
7105,10/24/2016 2:00,0,0,0,0,37,0
7106,10/24/2016 3:00,0,0,0,0,51.2,0
7107,10/24/2016 4:00,0,0,0,0,62.2,0
7108,10/24/2016 5:00,0,0,0,0,71.2,0
7109,10/24/2016 6:00,10,5,13,7,79.1,4.2
7110,10/24/2016 7:00,171,42,174,48,86.3,17
7111,10/24/2016 8:00,430,69,376,75,94.1,30
7112,10/24/2016 9:00,680,85,554,92,103.2,42.7
7113,10/24/2016 10:00,890,93,696,97,115.6,54.9
7114,10/24/2016 11:00,1042,95,797,98,137,65.3
7115,10/24/2016 12:00,1125,94,853,97,174.2,70.8
7116,10/24/2016 13:00,1135,94,864,98,144.4,67.4
7117,10/24/2016 14:00,1071,95,830,100,120.1,57.7
7118,10/24/2016 15:00,937,94,750,101,106,45.8
7119,10/24/2016 16:00,741,88,630,97,96.2,33.2
7120,10/24/2016 17:00,499,74,478,85,88.2,20.3
7121,10/24/2016 18:00,237,50,329,61,80.6,7.4
7122,10/24/2016 19:00,32,13,163,17,73.2,0
7123,10/24/2016 20:00,0,0,0,0,64.5,0
7124,10/24/2016 21:00,0,0,0,0,54.2,0
7125,10/24/2016 22:00,0,0,0,0,40.6,0
7126,10/24/2016 23:00,0,0,0,0,23.4,0
7127,10/24/2016 0:00,0,0,0,0,2.4,0
7128,10/25/2016 1:00,0,0,0,0,18.4,0
7129,10/25/2016 2:00,0,0,0,0,36.5,0
7130,10/25/2016 3:00,0,0,0,0,51.1,0
7131,10/25/2016 4:00,0,0,0,0,62.1,0
7132,10/25/2016 5:00,0,0,0,0,71,0
7133,10/25/2016 6:00,11,6,14,7,78.5,4.4
7134,10/25/2016 7:00,174,43,178,49,86.1,17.2
7135,10/25/2016 8:00,433,70,381,77,93.5,30.1
7136,10/25/2016 9:00,683,87,559,93,102.5,42.9
7137,10/25/2016 10:00,893,94,701,99,115.3,55.1
7138,10/25/2016 11:00,1044,96,802,99,136.3,65.6
7139,10/25/2016 12:00,1127,96,858,98,174.2,71.2
7140,10/25/2016 13:00,1137,96,869,99,144.1,67.7
7141,10/25/2016 14:00,1073,96,834,102,119.4,57.9
7142,10/25/2016 15:00,939,95,755,103,105.3,46
7143,10/25/2016 16:00,743,89,635,99,95.5,33.3
7144,10/25/2016 17:00,501,76,483,86,88,20.4
7145,10/25/2016 18:00,239,51,334,62,80.4,7.6
7146,10/25/2016 19:00,33,14,154,18,73,0
7147,10/25/2016 20:00,0,0,0,0,64.3,0
7148,10/25/2016 21:00,0,0,0,0,54,0
7149,10/25/2016 22:00,0,0,0,0,40.4,0
7150,10/25/2016 23:00,0,0,0,0,23.3,0
7151,10/25/2016 0:00,0,0,0,0,2.4,0
7152,10/26/2016 1:00,0,0,0,0,18.3,0
7153,10/26/2016 2:00,0,0,0,0,36.4,0
7154,10/26/2016 3:00,0,0,0,0,50.5,0
7155,10/26/2016 4:00,0,0,0,0,61.5,0
7156,10/26/2016 5:00,0,0,0,0,70.5,0
7157,10/26/2016 6:00,12,6,15,7,78.3,4.6
7158,10/26/2016 7:00,179,42,184,48,85.5,17.4
7159,10/26/2016 8:00,439,68,388,75,93.3,30.3
7160,10/26/2016 9:00,690,84,567,90,102.3,43.1
7161,10/26/2016 10:00,899,91,709,96,115,55.3
7162,10/26/2016 11:00,1051,92,810,96,136.1,65.9
7163,10/26/2016 12:00,1134,92,866,95,174.2,71.5
7164,10/26/2016 13:00,1143,92,877,96,143.4,67.9
7165,10/26/2016 14:00,1079,92,842,98,119,58.1
7166,10/26/2016 15:00,945,91,763,100,105.1,46.2
7167,10/26/2016 16:00,749,86,643,96,95.3,33.5
7168,10/26/2016 17:00,507,73,492,84,87.4,20.6
7169,10/26/2016 18:00,244,50,343,61,80.2,7.7
7170,10/26/2016 19:00,35,14,154,18,72.4,0
7171,10/26/2016 20:00,0,0,0,0,64.1,0
7172,10/26/2016 21:00,0,0,0,0,53.5,0
7173,10/26/2016 22:00,0,0,0,0,40.3,0
7174,10/26/2016 23:00,0,0,0,0,23.2,0
7175,10/26/2016 0:00,0,0,0,0,2.4,0
7176,10/27/2016 1:00,0,0,0,0,18.2,0
7177,10/27/2016 2:00,0,0,0,0,36.3,0
7178,10/27/2016 3:00,0,0,0,0,50.3,0
7179,10/27/2016 4:00,0,0,0,0,61.3,0
7180,10/27/2016 5:00,0,0,0,0,70.3,0
7181,10/27/2016 6:00,13,7,17,8,78.2,4.8
7182,10/27/2016 7:00,182,43,189,49,85.3,17.6
7183,10/27/2016 8:00,442,69,393,76,93.1,30.5
7184,10/27/2016 9:00,693,85,572,92,102.1,43.3
7185,10/27/2016 10:00,902,92,714,97,114.3,55.6
7186,10/27/2016 11:00,1053,94,815,97,135.4,66.2
7187,10/27/2016 12:00,1136,93,871,96,174.2,71.9
7188,10/27/2016 13:00,1145,93,882,97,143,68.2
7189,10/27/2016 14:00,1081,94,848,100,118.3,58.3
7190,10/27/2016 15:00,947,93,768,101,104.4,46.3
7191,10/27/2016 16:00,751,87,648,97,95.1,33.6
7192,10/27/2016 17:00,509,74,497,85,87.2,20.7
7193,10/27/2016 18:00,247,51,348,62,80,7.9
7194,10/27/2016 19:00,37,14,149,19,72.3,0
7195,10/27/2016 20:00,0,0,0,0,63.5,0
7196,10/27/2016 21:00,0,0,0,0,53.3,0
7197,10/27/2016 22:00,0,0,0,0,40.1,0
7198,10/27/2016 23:00,0,0,0,0,23,0
7199,10/27/2016 0:00,0,0,0,0,2.3,0
7200,10/28/2016 1:00,0,0,0,0,18.2,0
7201,10/28/2016 2:00,0,0,0,0,36.1,0
7202,10/28/2016 3:00,0,0,0,0,50.2,0
7203,10/28/2016 4:00,0,0,0,0,61.2,0
7204,10/28/2016 5:00,0,0,0,0,70.1,0
7205,10/28/2016 6:00,14,8,17,9,77.6,5
7206,10/28/2016 7:00,181,48,189,55,85.2,17.8
7207,10/28/2016 8:00,438,78,392,85,92.5,30.7
7208,10/28/2016 9:00,687,96,571,102,101.4,43.5
7209,10/28/2016 10:00,895,104,713,108,114.1,55.8
7210,10/28/2016 11:00,1045,106,813,108,135.1,66.5
7211,10/28/2016 12:00,1127,106,869,107,174.2,72.2
7212,10/28/2016 13:00,1137,106,880,108,142.3,68.5
7213,10/28/2016 14:00,1073,106,846,111,118,58.5
7214,10/28/2016 15:00,939,105,767,112,104.1,46.5
7215,10/28/2016 16:00,745,98,647,108,94.5,33.8
7216,10/28/2016 17:00,504,83,496,94,87,20.9
7217,10/28/2016 18:00,244,57,343,68,79.4,8
7218,10/28/2016 19:00,37,16,136,21,72.1,0
7219,10/28/2016 20:00,0,0,0,0,63.4,0
7220,10/28/2016 21:00,0,0,0,0,53.1,0
7221,10/28/2016 22:00,0,0,0,0,39.5,0
7222,10/28/2016 23:00,0,0,0,0,22.5,0
7223,10/28/2016 0:00,0,0,0,0,2.3,0
7224,10/29/2016 1:00,0,0,0,0,18.1,0
7225,10/29/2016 2:00,0,0,0,0,36,0
7226,10/29/2016 3:00,0,0,0,0,50,0
7227,10/29/2016 4:00,0,0,0,0,61,0
7228,10/29/2016 5:00,0,0,0,0,69.6,0
7229,10/29/2016 6:00,15,8,19,10,77.4,5.2
7230,10/29/2016 7:00,185,48,194,55,84.6,18
7231,10/29/2016 8:00,443,77,398,84,92.3,30.9
7232,10/29/2016 9:00,692,94,577,101,101.2,43.7
7233,10/29/2016 10:00,900,102,719,107,113.4,56
7234,10/29/2016 11:00,1050,105,819,107,134.4,66.7
7235,10/29/2016 12:00,1132,104,875,106,174.1,72.6
7236,10/29/2016 13:00,1141,104,887,107,142,68.8
7237,10/29/2016 14:00,1077,105,852,110,117.3,58.7
7238,10/29/2016 15:00,944,103,774,111,103.5,46.6
7239,10/29/2016 16:00,749,97,654,107,94.2,33.9
7240,10/29/2016 17:00,508,83,502,94,86.4,21
7241,10/29/2016 18:00,248,56,350,68,79.3,8.2
7242,10/29/2016 19:00,39,17,137,22,71.5,0
7243,10/29/2016 20:00,0,0,0,0,63.2,0
7244,10/29/2016 21:00,0,0,0,0,52.5,0
7245,10/29/2016 22:00,0,0,0,0,39.4,0
7246,10/29/2016 23:00,0,0,0,0,22.4,0
7247,10/29/2016 0:00,0,0,0,0,2.3,0
7248,10/30/2016 1:00,0,0,0,0,18,0
7249,10/30/2016 2:00,0,0,0,0,35.5,0
7250,10/30/2016 3:00,0,0,0,0,49.5,0
7251,10/30/2016 4:00,0,0,0,0,60.5,0
7252,10/30/2016 5:00,0,0,0,0,69.4,0
7253,10/30/2016 6:00,15,8,20,10,77.2,5.4
7254,10/30/2016 7:00,185,51,195,59,84.4,18.1
7255,10/30/2016 8:00,442,82,400,90,92.1,31
7256,10/30/2016 9:00,690,101,579,107,100.6,43.8
7257,10/30/2016 10:00,897,110,721,114,113.1,56.2
7258,10/30/2016 11:00,1046,112,820,114,134.1,67
7259,10/30/2016 12:00,1127,112,876,112,174.1,72.9
7260,10/30/2016 13:00,1137,112,887,114,141.3,69.1
7261,10/30/2016 14:00,1073,112,854,117,116.6,58.9
7262,10/30/2016 15:00,940,111,775,118,103.2,46.8
7263,10/30/2016 16:00,746,104,656,114,94,34
7264,10/30/2016 17:00,507,88,504,100,86.2,21.1
7265,10/30/2016 18:00,248,60,349,72,79.1,8.3
7266,10/30/2016 19:00,40,18,131,24,71.3,0
7267,10/30/2016 20:00,0,0,0,0,63,0
7268,10/30/2016 21:00,0,0,0,0,52.4,0
7269,10/30/2016 22:00,0,0,0,0,39.3,0
7270,10/30/2016 23:00,0,0,0,0,22.3,0
7271,10/30/2016 0:00,0,0,0,0,2.3,0
7272,10/31/2016 1:00,0,0,0,0,17.6,0
7273,10/31/2016 2:00,0,0,0,0,35.4,0
7274,10/31/2016 3:00,0,0,0,0,49.3,0
7275,10/31/2016 4:00,0,0,0,0,60.3,0
7276,10/31/2016 5:00,0,0,0,0,69.2,0
7277,10/31/2016 6:00,17,8,22,10,77.1,5.5
7278,10/31/2016 7:00,193,48,204,55,84.2,18.3
7279,10/31/2016 8:00,452,76,410,83,91.5,31.2
7280,10/31/2016 9:00,701,92,589,99,100.3,44
7281,10/31/2016 10:00,909,99,731,104,112.4,56.4
7282,10/31/2016 11:00,1058,101,832,104,133.4,67.3
7283,10/31/2016 12:00,1140,101,888,103,174,73.2
7284,10/31/2016 13:00,1150,101,899,104,140.6,69.3
7285,10/31/2016 14:00,1086,101,865,107,116.3,59.1
7286,10/31/2016 15:00,952,100,787,109,102.6,47
7287,10/31/2016 16:00,758,95,667,105,93.4,34.2
7288,10/31/2016 17:00,517,81,516,92,86,21.3
7289,10/31/2016 18:00,256,56,364,68,78.5,8.5
7290,10/31/2016 19:00,42,17,140,23,71.2,0
7291,10/31/2016 20:00,0,0,0,0,62.4,0
7292,10/31/2016 21:00,0,0,0,0,52.2,0
7293,10/31/2016 22:00,0,0,0,0,39.1,0
7294,10/31/2016 23:00,0,0,0,0,22.2,0
7295,10/31/2016 0:00,0,0,0,0,2.3,0
7296,11/1/2016 1:00,0,0,0,0,17.5,0
7297,11/1/2016 2:00,0,0,0,0,35.2,0
7298,11/1/2016 3:00,0,0,0,0,49.2,0
7299,11/1/2016 4:00,0,0,0,0,60.1,0
7300,11/1/2016 5:00,0,0,0,0,69.1,0
7301,11/1/2016 6:00,18,9,23,11,76.5,5.7
7302,11/1/2016 7:00,194,50,207,58,84,18.4
7303,11/1/2016 8:00,453,79,413,87,91.3,31.3
7304,11/1/2016 9:00,701,96,592,103,100.1,44.2
7305,11/1/2016 10:00,908,104,734,108,112.1,56.6
7306,11/1/2016 11:00,1057,106,834,108,133,67.5
7307,11/1/2016 12:00,1139,106,890,107,173.6,73.5
7308,11/1/2016 13:00,1148,105,902,108,140.3,69.6
7309,11/1/2016 14:00,1084,106,868,111,115.6,59.3
7310,11/1/2016 15:00,951,105,790,113,102.3,47.1
7311,11/1/2016 16:00,757,99,670,109,93.2,34.3
7312,11/1/2016 17:00,517,84,519,96,85.4,21.4
7313,11/1/2016 18:00,257,58,366,71,78.3,8.7
7314,11/1/2016 19:00,44,18,138,25,71,0
7315,11/1/2016 20:00,0,0,0,0,62.3,0
7316,11/1/2016 21:00,0,0,0,0,52.1,0
7317,11/1/2016 22:00,0,0,0,0,38.6,0
7318,11/1/2016 23:00,0,0,0,0,22.1,0
7319,11/1/2016 0:00,0,0,0,0,2.2,0
7320,11/2/2016 1:00,0,0,0,0,17.4,0
7321,11/2/2016 2:00,0,0,0,0,35.1,0
7322,11/2/2016 3:00,0,0,0,0,49,0
7323,11/2/2016 4:00,0,0,0,0,59.6,0
7324,11/2/2016 5:00,0,0,0,0,68.5,0
7325,11/2/2016 6:00,19,9,25,11,76.3,5.9
7326,11/2/2016 7:00,203,45,217,54,83.4,18.6
7327,11/2/2016 8:00,464,70,423,79,91.1,31.5
7328,11/2/2016 9:00,714,85,603,93,99.5,44.3
7329,11/2/2016 10:00,922,92,746,98,111.4,56.7
7330,11/2/2016 11:00,1072,93,847,97,132.3,67.8
7331,11/2/2016 12:00,1154,93,903,96,173.5,73.9
7332,11/2/2016 13:00,1163,92,915,97,139.5,69.9
7333,11/2/2016 14:00,1099,93,881,100,115.3,59.5
7334,11/2/2016 15:00,965,92,802,101,102.1,47.3
7335,11/2/2016 16:00,770,87,683,98,93,34.5
7336,11/2/2016 17:00,529,75,533,87,85.3,21.6
7337,11/2/2016 18:00,266,53,383,65,78.2,8.8
7338,11/2/2016 19:00,47,17,150,24,70.5,0
7339,11/2/2016 20:00,0,0,0,0,62.1,0
7340,11/2/2016 21:00,0,0,0,0,51.5,0
7341,11/2/2016 22:00,0,0,0,0,38.4,0
7342,11/2/2016 23:00,0,0,0,0,22,0
7343,11/2/2016 0:00,0,0,0,0,2.2,0
7344,11/3/2016 1:00,0,0,0,0,17.3,0
7345,11/3/2016 2:00,0,0,0,0,34.6,0
7346,11/3/2016 3:00,0,0,0,0,48.5,0
7347,11/3/2016 4:00,0,0,0,0,59.4,0
7348,11/3/2016 5:00,0,0,0,0,68.4,0
7349,11/3/2016 6:00,21,9,27,11,76.2,6
7350,11/3/2016 7:00,208,43,224,52,83.3,18.7
7351,11/3/2016 8:00,471,66,432,75,90.5,31.6
7352,11/3/2016 9:00,721,80,611,88,99.2,44.5
